fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_type
6.51,0.217,0.369,0.9,0.0285,53.8,274.1,0.992513,3.172,0.642,10.69,5,white
5.04,0.513,0.373,2.88,0.0555,3.9,10.7,1.000608,3.394,0.436,8.35,5,white
6.3,0.07,0.391,4.38,0.0491,28.8,149.8,0.992369,3.235,0.33,8.68,5,white
7.53,0.344,0.454,5.92,0.0536,57.3,223.2,0.990942,3.107,0.362,12.58,6,white
9.13,0.629,0.335,1.17,0.1081,11.2,53.7,0.996954,3.452,0.637,11.14,6,red
8.0,0.468,0.41,6.83,0.0412,56.3,244.8,0.996547,3.497,0.515,10.14,5,white
7.75,0.495,0.439,2.71,0.1089,16.7,59.4,0.994424,3.636,0.854,10.49,5,red
7.2,0.201,0.316,7.01,0.0776,19.4,64.0,0.994588,3.132,0.443,8.77,4,white
10.11,0.746,0.281,4.84,0.0856,17.5,50.0,0.999841,3.18,0.595,9.89,6,red
7.16,0.209,0.504,2.56,0.01,66.8,249.9,0.994254,3.26,0.358,8.65,5,white
6.72,0.613,0.207,2.41,0.1264,3.0,11.9,0.99682,3.451,0.479,10.05,5,red
7.77,0.955,0.153,0.9,0.0855,1.0,6.0,0.99833,3.191,0.687,11.22,5,red
7.74,0.205,0.119,8.7,0.0213,11.2,29.2,0.99596,3.188,0.4,10.94,6,white
6.7,0.912,0.62,3.04,0.13,5.6,23.8,0.995464,3.719,0.421,12.31,5,red
7.58,0.319,0.228,9.65,0.0418,12.0,48.8,0.993723,3.309,0.509,10.75,5,white
8.49,0.771,0.248,0.9,0.1456,8.9,22.8,0.994488,3.449,0.923,8.0,4,red
7.92,0.472,0.469,0.9,0.01,8.7,30.2,0.996442,3.547,0.668,12.74,6,red
12.54,0.682,0.255,1.69,0.1777,1.0,6.0,0.999789,3.686,0.642,9.39,5,red
6.31,0.333,0.345,0.9,0.0431,40.1,159.5,0.996024,3.242,0.361,10.59,5,white
6.1,0.353,0.139,0.9,0.01,21.4,68.4,0.991599,3.228,0.631,10.52,6,white
7.35,0.501,0.163,4.4,0.1071,15.0,38.9,0.991314,3.192,0.859,10.69,5,red
9.29,0.145,0.35,4.33,0.1398,20.0,67.8,0.995388,3.314,0.676,10.46,5,red
7.17,0.38,0.34,8.42,0.063,57.9,290.0,0.994236,3.224,0.461,10.48,5,white
6.41,0.548,0.054,2.85,0.0446,17.5,86.3,0.991532,3.062,0.591,8.81,4,white
8.42,0.491,0.082,1.98,0.0716,9.9,30.2,0.996766,3.07,0.822,13.5,6,red
7.16,1.056,0.146,0.96,0.0767,1.0,6.0,0.997185,3.375,0.762,11.18,6,red
6.78,0.839,0.446,0.9,0.01,18.2,95.8,0.995633,3.377,0.33,10.46,4,red
10.06,0.271,0.453,1.13,0.0891,22.7,68.4,0.996685,3.154,0.659,12.61,6,red
6.71,0.33,0.212,5.85,0.0394,72.0,207.8,0.995565,3.306,0.627,9.11,5,white
6.54,0.272,0.484,2.51,0.01,34.8,89.2,0.99647,3.258,0.402,11.44,5,white
7.17,0.35,0.325,12.19,0.0218,21.0,63.5,1.000449,3.052,0.384,9.73,6,white
6.74,0.253,0.521,1.52,0.0288,27.4,135.6,0.995997,3.306,0.449,10.88,7,white
8.13,0.58,0.347,0.9,0.075,32.4,160.4,0.992192,3.326,0.684,10.91,6,red
5.95,0.226,0.084,2.12,0.0606,32.2,132.8,1.000119,3.172,0.374,8.0,4,white
8.29,0.344,0.003,1.24,0.077,12.7,44.6,0.995007,3.424,0.687,8.68,4,red
8.25,0.561,0.12,0.9,0.0107,13.9,68.6,0.9985,3.416,0.674,12.3,7,red
5.45,0.231,0.285,2.66,0.01,50.4,155.4,0.990909,3.078,0.541,10.1,5,white
6.05,0.402,0.48,0.9,0.1224,19.0,55.6,0.997839,3.119,0.592,12.8,6,red
6.35,0.337,0.525,2.06,0.0538,31.5,87.3,0.996514,3.275,0.386,11.97,6,white
6.1,0.26,0.267,0.9,0.0486,38.5,194.4,0.99,3.19,0.477,10.14,6,white
5.88,0.392,0.519,7.14,0.0331,22.7,105.3,0.993643,3.42,0.463,10.03,6,white
7.6,0.188,0.278,6.4,0.0442,41.8,182.8,0.996343,2.996,0.465,12.38,5,white
8.53,0.822,0.462,2.27,0.1067,15.6,73.1,0.997214,3.363,0.818,12.92,6,red
5.74,0.405,0.366,3.4,0.1266,1.0,6.0,0.995935,3.237,0.648,10.06,6,red
6.9,0.32,0.321,1.38,0.0639,32.4,118.5,0.996601,3.244,0.386,12.25,6,white
8.06,0.194,0.322,27.86,0.052,53.5,264.6,0.99146,3.367,0.477,11.64,7,white
7.24,0.414,0.176,11.03,0.0562,30.6,160.8,0.99054,3.043,0.456,11.84,5,white
8.51,0.389,0.25,2.03,0.0866,34.4,139.0,0.993057,3.31,0.381,10.52,5,red
7.09,0.877,0.368,1.24,0.1524,15.5,44.6,0.997182,3.143,0.664,9.59,6,red
8.42,0.226,0.229,3.01,0.0884,1.0,6.0,0.996214,3.411,1.144,9.13,5,red
7.01,0.042,0.265,2.92,0.0302,6.0,22.3,0.994659,3.19,0.33,8.83,5,white
7.19,0.388,0.28,17.95,0.01,20.2,70.0,0.990342,3.197,0.425,12.69,6,white
6.1,0.194,0.338,5.24,0.0419,41.6,118.9,0.996916,3.071,0.363,10.41,6,white
6.61,0.77,0.064,0.9,0.0567,31.2,79.3,0.998072,3.504,0.746,9.03,5,red
6.39,0.184,0.294,0.9,0.0771,23.8,102.5,0.99478,3.062,0.682,11.6,6,white
8.89,0.399,0.309,1.55,0.0437,24.3,105.4,0.995165,3.331,0.748,9.83,6,red
10.57,0.638,0.0,8.46,0.0762,12.8,41.1,0.996656,3.434,0.569,9.62,5,red
8.62,0.866,0.122,0.9,0.1782,26.0,77.6,0.996081,3.122,0.417,12.88,5,red
6.47,0.463,0.307,3.06,0.0472,20.6,83.9,0.992777,3.378,0.536,8.8,5,white
7.72,0.269,0.287,3.27,0.0412,68.2,259.5,0.996283,2.889,0.444,10.68,5,white
8.9,0.599,0.497,2.96,0.1599,12.2,41.5,0.997506,3.046,0.496,9.69,4,red
7.8,0.241,0.339,11.76,0.0687,12.4,39.0,0.995254,2.893,0.511,9.5,5,white
7.21,0.429,0.44,0.9,0.0788,72.0,290.0,0.999031,3.186,0.486,8.64,4,white
10.31,0.49,0.811,5.84,0.0654,29.0,158.0,0.99862,3.139,0.381,10.47,5,red
9.29,0.178,0.546,1.71,0.1812,10.9,39.0,0.999309,3.258,0.79,9.35,5,red
7.44,0.226,0.455,2.45,0.0788,63.6,290.0,0.991669,3.273,0.508,11.11,6,white
7.18,0.434,0.355,1.83,0.0213,45.4,231.6,0.996175,3.337,0.377,10.34,6,white
4.97,0.299,0.375,4.35,0.0844,51.6,133.1,0.993183,3.146,0.527,10.02,6,white
8.32,0.665,0.0,1.92,0.0737,13.5,70.7,0.992194,3.307,0.679,9.36,4,red
7.91,0.149,0.197,4.13,0.0778,47.5,189.8,0.998989,2.965,0.474,12.12,6,white
5.8,0.179,0.63,5.13,0.0601,34.4,143.5,0.999429,3.035,0.484,11.28,6,white
4.98,0.471,0.478,8.89,0.0396,16.3,67.3,0.997205,3.358,0.743,9.58,4,red
8.55,0.594,0.162,1.23,0.1106,9.7,31.4,0.99425,3.37,0.46,8.77,4,red
6.22,0.25,0.185,5.44,0.0518,28.3,136.9,0.999591,3.206,0.356,8.13,4,white
6.44,0.404,0.3,9.78,0.0953,17.8,83.5,0.995274,3.448,0.479,11.76,6,red
6.34,0.352,0.447,17.2,0.0381,43.5,121.3,0.995262,2.995,0.416,11.49,7,white
8.46,0.167,0.602,0.9,0.0585,48.9,204.9,0.994315,3.298,0.598,11.66,5,white
7.96,0.325,0.108,1.7,0.0701,8.5,45.9,0.996028,3.314,0.651,10.26,6,red
6.16,0.317,0.372,10.71,0.0182,69.0,290.0,0.99276,3.412,0.364,11.37,5,white
6.0,0.253,0.356,0.9,0.0645,52.9,231.6,0.996033,3.272,0.489,11.63,5,white
7.77,0.32,0.45,8.04,0.0563,31.5,97.5,0.992657,3.335,0.456,10.32,6,white
6.61,0.29,0.596,13.91,0.0395,42.7,151.2,0.995299,3.085,0.541,9.97,7,white
6.3,0.33,0.513,1.76,0.0606,59.0,174.2,0.99404,3.517,0.501,9.23,5,white
11.5,0.354,0.399,0.9,0.1061,8.6,42.6,0.99621,3.139,0.691,10.91,6,red
7.26,0.341,0.393,22.32,0.0743,69.2,290.0,0.998863,3.255,0.5,11.07,6,white
6.06,0.383,0.405,2.42,0.0483,21.8,114.2,0.995782,3.366,0.466,9.91,5,white
